,polarity,text
468,negative,@JumiaKenya It's more than 48hrs and I'm yet to get my money back!!!
923,negative,"@JumiaKenya Hey, are working today? I'm unababIe to reach over the pone. I need an update on order #309144186"
131,neutral,i forgot to ask if i would receive the printer before mouse arrive?
352,neutral,@JumiaKenya Order 308977476 Status update?
341,negative,@JumiaKenya order no. 308154476 not delivered in full. Are you stealing from me or what?
126,neutral,@JumiaKenya ..kindly find me on 0719818562 concerning order number 305913676
1762,neutral,@JumiaKenya hi. Kindly let me know when order #305811686 shall be delivered
1713,neutral,Thanks and hopefully this week mjaribu nipate hiyo stuff
500,neutral,please @mummuturi do something I want it as my birthday gift
723,negative,Order 305394586. There were two items. I already received one last week. The other one is yet to reach me-the one from overseas.pleaseadvice
1675,negative,"@JumiaKenya my package taking too long before delivery, niligongwa?"
678,neutral,@JumiaKenya Reply please https:// twitter.com/Githuuri/statu s/897402079911849984 …
1024,negative,"@JumiaKenya i bought an x tigi phone and received it on 28th july, thr problrm with is that it has never opened the mpesa, why ?"
1430,negative,"apparently, they were not cancelled!?"
799,negative,@JumiaKenya this is exactly the reason why I'm quitting jumia soon pic.twitter.com/nHsz6fwcaP
1624,neutral,@JumiaKenya need help with my order number 308399396. I'm Kelvin. Is it ready for pickup?
914,neutral,are you back from votting
1010,neutral,Thank you
217,negative,@JumiaKenya am waiting for my phone order 302611986 I was told it will be delivered today give me the number of person who will deliver
974,neutral,Order no. 306574496
710,neutral,what time do you close?
407,neutral,nokia 3310
1752,neutral,0715 866506 called me for delivery on saturday
894,negative,No call yet #badservice Is your town office open so that I can collect my package? I need directions to it.
1759,neutral,"hello, its monday.. have you guys resolved my issue"
1104,neutral,how do i know if its a global item?
1416,neutral,@JumiaKenya hey am mugo am trying to place an order to your online shop. after placing email and password it then says that Incorrect user..
778,neutral,@JumiaKenya follow for DM
484,neutral,@JumiaKenya I can't find any ACCA books on site... are they out of stock?
1295,neutral,I think my order was in two shipment's will I still be waiting for the phones in 14days or the watch
1119,neutral,@JumiaKenya kindly confirm if my order has arrived my order number is 309411596
232,negative,@JumiaKenya Need to change an order that I've confirmed.
527,neutral,@JumiaKenya can you guys check this order for me?
740,neutral,@JumiaKenya when will i get items for order #301724186? please
1668,neutral,305173496 there you go
1292,neutral,"Kindly give me a timeline, I shall not be available between 4-21st Aug to collect from posta"
1121,neutral,Thank you
748,neutral,OK. I'll be waiting for your feedback
672,neutral,Could you direct me to a place in Eldoret town?
1273,neutral,I have DMd you my phone number....
1008,negative,the actual appearance of the laptop on the web images are nothing like what I received.
161,neutral,Hi . Do you offer Tecno L9 within ur Kisumu shops? And how much is the cost
724,negative,"I ordered a product on 1st August, I'm yet to get it."
817,negative,@JumiaKenya even to reply a tweet it takes you a whole month just like the order I placed
1568,negative,@JumiaKenya Hallo guys. How long kwani does it take to make delivery?
1175,neutral,The discount applied was 142 not 300 due to use of a voucher code.
582,negative,"@JumiaKenya I paid my order but it is yet to be delivered,today is the 14th day...WHATS WRONG WITH YOU GUYS!!"
461,negative,"@JumiaKenya Order #306362986 was to be home delivered, yet I'm being called by my pickup station for the items. What's wrong?"
277,neutral,@JumiaKenya What does customs&international shipping fee included mean? That I only pay the value of the item that it's on the face of it?
1536,neutral,Thank you.
1511,neutral,I want to know about the jumia affiliates program. I created a banner but then there's nowhere to copy the url that is provided
1579,neutral,noted.. bt on the link for that it was mentioned free delivery so i got surprised. thanks
693,negative,"You guys hamko serious but it's okay, kesho ikipita nayo, i won't need it anymore"
433,neutral,@JumiaKenya How do I get in touch with one of your agents. I need to inquire about an item I want to purchase.
284,neutral,@JumiaKenya whats the current price of airtel alactel pixi
1532,positive,I got tht Unga @45 #UngaYa45Bob and gave it to my house help last time and she was so happy coz she was not getting it anywhere. :)
589,neutral,304752476
1549,neutral,gatundu
874,negative,This hastening and possibly the escalator you are using needs to be checked A whole three weeks escalating one issue?! Nkt
932,neutral,Pay as you're given
1262,neutral,"@JumiaKenya have you dispatched my order, order i.d 301796786"
1632,negative,I feel like Julia is taking me for a ride!
1053,neutral,meaning il get my items on next week part one for locally available items and global after a month
566,negative,I am patient but I just hope I get it on Friday so that when I travel at least I have a good fon from jumia kenya. Tell them fanya haraka
99,neutral,"@JumiaKenya Bought a Digital Tv from You, Do u have a card for unlocking channels and at how much"
1413,negative,Acheni hizo one week ishapita
709,negative,@JumiaKenya my order is taking ages to arrive. The intended purpose is almost running out of time pic.twitter.com/rJE1J52YK8
169,neutral,how much is this
127,negative,@JumiaKenya I made an overpayment and am yet to get communication on refund or getting a voucher on the extra cash.
368,neutral,@jumiakenya when can we expect the next stock of samsungJ2 thats gold in colour?
1176,neutral,Not clear but the difference between those 2 numbers is 142 and not 300. The discount was from use of the Tuskysonjumia voucher code.
826,negative,"@JumiaKenya ,mr jakson makori is to delivery my items#306351###,TODAY 11/08/2017,YET ITS NOT YET DELIVERED,I HATE THIS INCONVINIENCIES"
852,negative,"@JumiaKenya I placed an order whose destination is Kakamega.I can't make a follow up for it,no. 307189186. Please give me an update on that"
1136,neutral,@JumiaKenya When is next jumia black Friday
77,negative,to say am disappointed is an understatement!!i bought when they were on discount now some are not even there!!!!
429,neutral,"i need to order TCL tv 28' bt am being told to register first so when i does so my e-mail fails to be registered, what should i do?"
1634,neutral,Typically how long will this take?
1169,neutral,this number 0700480966 doesn't seem to be a Jumia Kenya number.
1715,neutral,@JumiaKenya hey i was wondering how one can link up with you for affiliate marketing please help
171,positive,Done and hope to win too
1265,negative,"Acha ujinga, need nothing less than that! Can't keep me waiting."
1045,negative,its 4hrs since I recived the response. so far no care agent has been in touch. is the product available or not??
781,negative,"Just wondering whether you guys confirms customer's orders during packaging, I feel like I have been lied to. poor customer services"
1062,neutral,can i have the riders numbers ???
1574,neutral,@JumiaKenya Hi I made an order yesterday an I'm in a meeting I can't pick any calls could you confirm it for me please thanks (309743986)
970,neutral,@JumiaKenya . I would like to send someone to pick a parckage for me. What is the required procedure
160,neutral,Noted
880,negative,"So your refund policy on your website is baseless and I should disregard it? I didn't even pick the product, simunirudishie doo"
816,negative,@JumiaKenya kindly requesting you to send back my money if your not willing to serve me??
889,negative,Order number 301377186. I ordered the product elsewhere and received it already.
343,negative,@JumiaKenya hi you just delivered a blender that has a cracked jag.I gave it back to your rider after paying.when will I get a new one?
563,negative,"Canceled again, an done with you guys, am done. Kindly delete my account i find a better online retailer. Your services are shitty."
465,neutral,"@JumiaKenya When I shop on your site, say I buy 4 items, will I be charged shipment once or 4 times for each of the items?"
479,negative,It isn't available when checking out. I've tried both the browser and the app with no luck!
8,negative,I can't use it
598,positive,Thanks
153,neutral,@JumiaKenya follow back I dm
71,negative,3 days??? Can i cancel it?that's too long
1747,neutral,306369696
922,negative,@JumiaKenya I placed an order for? an overseas item and the 15-19days waiting period has passed and still no communication from you guys
865,neutral,"Its ok,but I was told it would be delivered on 10th and I had to travel from upcountry to come and collect. When exactly?"
0,negative,"@JumiaKenya I made an order for X tigi photo 6+ free protector,to my disappointment I didn't have the screen protector delivered"
1423,negative,"Am really disappointed, pls cancel the order!!!"
1738,negative,@JumiaKenya Refund my money back to my money wallet I don't need a voucher.Order no: 303461486
1686,negative,"@JumiaKenya Dear JUSTO, your order 309871686 has been confirmed! When is it due...after 8/8!!!"
1570,neutral,okaay
1342,negative,"@JumiaKenya Hi, I had returned a package and I have just received it back a few hrs ago. It still has the same issue."
1324,neutral,alright
1233,negative,"You didn't ask what the delivery issue was, so how will you improve it?"
1501,positive,"Nothing what I wanted is on Facebook and I ain't on Facebook, but the shoes of men are OK, but thanks Jumia for ya great offers and services"
371,neutral,6
978,neutral,Do you do accept affiliate marketing?
1269,positive,I was able to visit the office and they helped. Thank you
944,negative,"@JumiaKenya I bought a Tv, Teqworld some months back, Today it just started going off by itself, what could be the problem"
1520,negative,A Sunday order not yet delivered?? 304764986
397,neutral,2
885,negative,@JumiaKenya Please don't fail me. This is the second time I'm placing this order pic.twitter.com/y4sOWVKCr3
696,negative,@JumiaKenya I've been instructed to pick my package at the CBD yet that is not my location and you have charged delivery. Why?
1020,neutral,@JumiaKenya Paid for an order using MPESA but used equity account..Help..?
1134,negative,@JumiaKenya http:// hey.you delivered a faulty DTA cable.please help let me know if I can return it for a functional one
1294,neutral,Thank u
1485,neutral,305811686
809,neutral,i have just received an sms stating that the order is a few meters from the final delivery point... Kindly confirm with your Adams FDL-fleet
365,positive,Thanks
1695,neutral,@JumiaKenya pic.twitter.com/HpS9MXD4k9
1014,neutral,@JumiaKenya hi.Kindly update me on rectification of a return of a product made recently after consulting customer care.Order no 307245886
26,neutral,@jumiakenya Sports and Fitness Week? Where is the Merchandize? https://www. jumia.co.ke/jumia-sports-w eek/?source=W35_S …
1401,negative,"Hi, still have yet to be contacted. Please advise to attempt delivery on a weekday"
1335,neutral,"50"";;;;891327664673374208"""
347,negative,hey what is the status of the item i ordered its been almost a week
905,negative,@JumiaKenya I came on monday you told me to come back on Thursday but here I am and your Office locked
1575,negative,"@JumiaKenya I am trying to reset my password,but the email has not come through, kindly assist. email: antoapiyo412@gmail.com"
1776,negative,@JumiaKenya did i have to say u guys are conning me 4 u to DM me back. Now check my reply b4 u offer yo fake ass apologies! Nonsense!!
263,negative,i have send his details would you place an order for him...i have tried since jana to place an order bt it fails
1124,neutral,@JumiaKenya Do you have audio recorders for sale?
1064,negative,@JumiaKenya purchased some items and made a request on delivery been trying to reach you guys from 2nd but aint getting your feedback.
1506,neutral,there is a duplicate order 304215286 which is yet to be delivered
469,positive,"Thanks a lot. Just checked that out. However, do you have a Plain one; Colour White. Preferably without Velvet? pic.twitter.com/bJesIvjmzb"
406,neutral,Nokia 3310
44,neutral,305657976
1179,neutral,@JumiaKenya hi.kindly me back on #0727647816
1711,neutral,@JumiaKenya hi pliz can you confirm when my order will be delivered 303642986.
966,negative,@JumiaKenya 306912186 imefika wapi no confirmation was sent
702,neutral,Ok thank you
611,neutral,@JumiaKenya Bring back the 5bob S8
998,negative,"I wanted to pick up my Order at G4S station but I can't find them is there anything you can do for me, I need to travel with the package,"
1052,negative,Feedback?? It's been over 2 weeks
801,neutral,Here is the order number 302696646
512,neutral,Mlikataa kuniuzia jacket aki
1599,negative,"@JumiaKenya I bought a phone early this year, it's not charging now. I am calling you but no one is talking to me. Please assist."
1530,neutral,Where do I take it then?
729,negative,@JumiaKenya So which items were dispatched? coz i sent someone to collect them and i paid!
1197,negative,@JumiaKenya Also can't you have a specific time for delivery. One can't seat in the house the whole day waiting for their delivery
550,positive,ok thanks
687,negative,"OK, so now I'm stuck on 'your payment is processing' and if I try a new order, the coupon is not recognized. So now what?"
1162,neutral,"sigh, I got this already. My question is, is this a Jumia owned service center or a contracted one? If contracted, what's the name? (cont)"
749,neutral,where in Eldoret can I go pick now ?
1145,neutral,Thanks and 305883486?
377,neutral,I only need to know from which day I should expect it..
1546,neutral,@JumiaKenya i need the #302835986 and #307615986 cancelled because i found cheaper items and created a new order.thanks
1112,negative,I am not surprised that the 48 hours bado hazijaisha. I am very dissapointed
1584,neutral,@JumiaKenya Morning guys. Wanted to know the progress on order no. 309939996 thanks.
1367,negative,@JumiaKenya am trying to select a pickup station in Mumias Posta but it isn't available. This happened last and gave wrong address
120,neutral,Alright. How much is the Gotv decoder and it's antenna?
1380,negative,@JumiaKenya #302861686.the order was shduled for a return with 48 hours and this is the third day.no communication from you.
111,negative,"Otherwise, we, customers will feel cheated once we have already made payments for items that are not in your stores."
1486,neutral,"@JumiaKenya hi, how soon can I receive my order (308144886). Need to travel to vote out uhuru. 8/8"
633,neutral,304464612
339,neutral,@JumiaKenya Status on order number 301131586 .
207,positive,Ok well copied.but if it is ready can I pick it tomorrow at 10:00am
594,negative,"@JumiaKenya my local order is reaching 6 days tomorrow and i haven't received any notification on delivery,what's not right?"
157,neutral,@JumiaKenya ... I really want Onda tablet and my cash is less... any subsidy please?
1130,neutral,An infinix phone
706,negative,@JumiaKenya Hi... I'm trying to track my order 304623196... I've tried calling but nobody does anything.. Please check on that.It's urgent
578,positive,Thank you.
423,neutral,"guys, what's the status of this?"
1361,negative,What? I am in zone A how come its long yet its supposed to be 1-3 days?
244,positive,So next week? Okay. Thanks
483,neutral,"Thanks, I'll confirm once delivered"
1271,negative,"There was NO communication on picking it. Called on Thursday.Told it's at the hub,wait for an SMS.Waited,nothing.2day I am told cancelled"
187,negative,so it can't receive any smart channels?
227,neutral,308183286
769,neutral,ok.thank you
225,negative,"@JumiaKenya kindly check on status of order 303675276 made on 22/8/2017,shipping taking longer than expected."
1224,negative,"Then they called on Monday and said they would deliver during the day. They didn't. Today, we got a message saying the order was canceled."
494,neutral,Hello who pays for the delivery please?
47,neutral,@JumiaKenya pic.twitter.com/WAup6imFlg
1618,neutral,"@JumiaKenya Hi, am in Kapsabet. What is your pick up point here in Kapsabet?"
1352,neutral,beauty
1514,neutral,OK fine
613,neutral,USB CABLE wasnt part of the order ????????
935,neutral,Paying for goods on receipt.
756,neutral,305827286
1702,negative,@JumiaKenya . My son bought a faulty experia phone from you on 15th July. Upto now you have not collected it. That is the worst service ever
246,neutral,@JumiaKenya I'm waiting for a package. Just wanted to know how long it shall take. Thanks
736,negative,@JumiaKenya i bought a phone 4 months ago on your premise and now it has started misbehaving part of the screen is not responding what do i
691,negative,@JumiaKenya Good morning. Kindly confirm the status of the following order I placed a week ago. 308957186 is the order number.
1701,negative,"Can I get timelines please, it’s already a week"
1093,neutral,"@JumiaKenya do you have this: StarTimes E24M36HH - 24 HD Digital LED TV - Black KSh 14,899"""
1598,neutral,@JumiaKenya tell them to fix it
57,neutral,@JumiaKenya I need a dual sim tablet. does the XTIGI Joy 7 support calling?
55,negative,"@JumiaKenya WTF, i got my fon back yesterday had to wait 21 days,plus u never reply or update until i call & u no pick calls thats not fair"
1187,neutral,Confirm for me ORDER N.° 307596586.
779,negative,@JumiaKenya I bought PS3 controller at your outlet but in a week time its keypads started hanging .. Can I return it and get a replace?
1556,neutral,"Okay, that's exactly what I was informed, thanks."
1614,negative,@JumiaKenya Snob huuh! I skipped class today but you don't deliver. https:// twitter.com/idzastar/statu s/889837027012882432 …
1477,negative,You guys are fraudsters. You say you can't take back the TV because ave broken seal. How was I supposed to read the model code without openi
1281,negative,I am unable to return the phone using the system
1229,negative,Hi.. There is no option for pickup station in kilifi on your site. Kindly check on that and advice.
1318,neutral,these two items.
727,neutral,Can you please check my order 308576386 if its shipping to Narok posta
354,neutral,my order number is307258186....pliz help
412,positive,Thank you ^Jamo
984,neutral,"I registered . When you dial *544#,there's no option for activation"
1497,negative,"@JumiaKenya ALL of my orders for 3 different items were canceled, please tell me what you are and what it is that you do? #JK pic.twitter.com/mdgyLszd15"
76,neutral,@JumiaKenya Hae How can i buy from you?
823,negative,@JumiaKenya I have paid 4 screen at jumia and yet it has not been http:// derivered.how can I get the help from you?
108,neutral,@JumiaKenya What's the ETA on 301461676
312,neutral,309127476 thats my order number
257,negative,"@JumiaKenya now that my order 302157686 was cancelled less than a week after I received your message, refund me with the same urgency"
129,negative,"@JumiaKenya still no feedback on my order. Last communication was a week ago. Your Jumia Order 302362276 - item(s) have been shipped"""""
58,neutral,whey...how much?
551,neutral,Okay thank you. So how long is this going to take ?
848,neutral,The order number 302719186. I got a mail saying it's been cancelled..I'd like an M-PESA refund so as to check other options.
624,negative,@JumiaKenya hi made an order but recieved only one item of 2. 307139386
853,negative,"@jumiakenya hi I ordered an item on date 3 August and I haven't receive it yet, and my order was shipped on date 4 what the problem?"
1056,negative,nkt what bout the elections>....?
1221,negative,"@JumiaKenya Ordered a phone on 27th (order 307311986, package MAD-307311986-W3I). Yet hasn't reached your warehouse since then. Pls assist."
540,positive,Thank you kind regards
150,neutral,sitaki home delivery
671,neutral,any feedback??
1406,negative,"@JumiaKenya Good Morning. As promised no communcation on both cited parties, that is from you Jumia and Innjoo Customer care"
824,negative,"@JumiaKenya MY ODER NUMBER IS #306351786,ITS CONFIRMED THAT I SHUD GET IT TODAY WHATS IS GOING ON???"
1270,negative,They why sell products u can't share seller details
1531,negative,But it's been faulty since day one. It's barely 3 weeks old
1697,neutral,CBDP-30682296
404,neutral,"@JumiaKenya I need a universal modem, compatible with TP Link Router. Kindly get to me ASAP. Thanks."
1085,neutral,@JumiaKenya please cancel order #307935586. i need to update it with new items.thanks
1589,negative,@JumiaKenya This was on 7th July. I still haven't gotten a call from the delivery guy. Kindly advise me on what to do next. pic.twitter.com/Zfnnbmna17
274,neutral,ok is Vision Plus -32' Digital HD LED TV -Black- in stock? ksh.17999.....if so can he rder it
389,neutral,Please share the details requested ^Jamo
1387,negative,I just want to know how you count yours hours. It's past 72 hours already and I haven't received the refund yet
1333,neutral,@JumiaKenya how do I follow up on Warranty for items purchased on Jumia?
653,negative,it is not working.. I need a refund please..it's a month.. I can't withstand anymore.. please
215,neutral,I changed addres coz I am in nrb hope u understand and deliver today only
1517,neutral,This item: https://www. jumia.co.ke/illumatt-esl-l ighting-bulb-15w-3u-b22-6500k-day-light-86097.html …
962,negative,Still waiting...still waiting.
1667,neutral,@JumiaKenya am I able to receive this order today? pic.twitter.com/s2mY4bes8Q
1679,neutral,@JumiaKenya kindly comfirm the statud of the order #301245686
266,neutral,morning? you sent me an invoice for christine miwali- phantom 6. mine is infinix note 4 order number 309943696
847,neutral,yes thank you
639,neutral,"@JumiaKenya waiting for my order tomorrow, this is the only day that I will be around. My order No. is 304991386"
1144,negative,Expensive
311,negative,@JumiaKenya Kindly but urgently update me on order #302912276. It is a prepaid order & one item has been cancelled. sad.
1289,neutral,can i get the supplier detail?
861,neutral,@JumiaKenya Hey what is the status of my order 303945186?
1606,negative,its been 3 months and now is the time you guys are telling me to visit the service centre??.
75,negative,"ive received it,but i cant buy the same stuff at the price i'd bought for and some are not even there.Jumia you have really disappointed me!"
1125,neutral,It's 307999586
621,negative,"Actually, from my side am seeing that my order is still being shipped, the email says another story, now which is which ?"
390,negative,"@JumiaKenya you keep telling me my order is being worked on n its taking forever, iam raising this for the 3rd time now. 305639586"
1015,neutral,So you're still hastening the process yeah?
667,neutral,Have you guys seen my DM?
158,neutral,what make it that way I thought ni 300
630,negative,@JumiaKenya I bought injoo max3 order 306798926 it's processor has stopped. How can you help because it Still has its warranty
1676,neutral,"@JumiaKenya How much Tecno Camon Manchester City limited edition, how can I get it ^DM"
965,neutral,I'll bring ma friend @kamaubigG
920,neutral,Why did that happen please?
1060,negative,"have got any call today he/she is coming,am waiting but am so much disapointed"
943,neutral,How much is tecno camon CX air??
1616,neutral,i have chosen different items and placed another order.
640,negative,"@JumiaKenya you said if one orders before 2pm, the order will be delivered the next day. I did it and here is my order No. 304991386"
185,neutral,How much is this slim screenned laptop
806,neutral,309582932
462,negative,@JumiaKenya please send me order details for order no 308595476. I have received no mail. Only phone call. I want to confirm item purchased.
1741,neutral,@JumiaKenya I need to get after sales service from one of your suppliers. How do I get their info?
870,neutral,@JumiaKenya pic.twitter.com/xLqmiw0zaS
115,neutral,24th/Aug/2016
1404,negative,"@JumiaKenya Let me propose one thing now, i want my money back."
1705,negative,"And how sure I am that the one posted now, won't be out of stock once ordered. Take heed of due diligence for items on your site"""""
1131,neutral,307245886
897,neutral,@JumiaKenya trying to reach you guys. Do you have MLB The Show 17 in stock?
279,neutral,I used twitter
788,neutral,Sure
666,negative,okay then... one last thing. i bought an innjoo max 3 too but it has issues with batery... kindly recomend there care center ill take it.
1025,neutral,"I already ordered the phone, is it possible for me to get it tomorrow morning?"
1479,neutral,Alright. i await your call. thank you
1745,neutral,"@JumiaKenya Hi, Kindly update on the status of order number 305346686"
250,negative,308211986 and dont just ask for the sake like you did last time. You need to send the package or return the money
851,neutral,@JumiaKenya order's been cancelled from your end..way forward?
1211,negative,"It's okay, but that would be past 4 days."
143,negative,Is it not cash on delivery?!
475,neutral,"LHH7W7U4I1 Confirmed. Ksh4,500.00 sent to JOHN ITHARUNI 0723334065 on 17/8/17 at 4:24 PM. New M-PESA balance is Ksh..."
234,neutral,Waiting hope i wont regret doing business with you guys
1774,neutral,Thank you I will make sure to visit or send my phone via courier
1775,neutral,Thank you
1551,neutral,thank you
1513,neutral,Okay thanks I will
124,negative,@JumiaKenya Please cancel order with no 306293676.
548,negative,@JumiaKenya kindly call me via 0726145368 I have a query I triend reach out to your customer care but no responce
1307,neutral,"Am Philip,I bought a phone,type infinix hot not4 and it was to be of 2 internal ram memo,later it isn't, then it heats a lot whili online,wy"
463,neutral,Is the TV back?
1726,neutral,How long should I wait now?
537,neutral,I cant find you in DM send me one I will reply from there
1069,neutral,"@JumiaKenya I bought Infinix Zero 4Plus(X602) 5.98 64GB-4GB RAM 20MP camera Dual Sim 4G Lte-Gold Order number #302133596. On 08/07/2017 ."""
428,neutral,or could you mind giving a phone number so that i get in tourch with you....i need a tv urgently
1725,neutral,We jamaa niulizie Kwa customers wenu wenye wako nazo apa Tao please
586,neutral,Gift potential customers like me as motivation token
1446,neutral,"Sure, the order no was: 308537212 and I ordered it on 09 Jan 2017"
1600,negative,even the name u cant access?
323,neutral,@JumiaKenya please confirm for me if the Order #308988476 is available at @Posta_Kenya Narok branch
1040,neutral,308342486
1163,negative,@JumiaKenya #305154586 my order has not been actd on
448,negative,@JumiaKenya hi; haven't recieved my package yet. i placed my order on 4th of august
1337,neutral,@JumiaKenya Please advice on how much is paid for a product to be shipped to Homa-Bay post office pick-up station ASAP.
580,negative,"@jumiakenya you guys are unreliable and liars a simple order zone A taking ages, very dissapointing 3/3"
188,neutral,Finished my account is @_rastarus_ on Instagram
543,negative,@JumiaKenya do I get an apology voucher for 308796386?
67,negative,Order number 305572676 in package ADA-305572676-964. I sent an email on the same but no response
248,negative,I have provided you with the order number and yet you do not respond
1683,negative,Was placing an order to kitaleposta but not giving me an option as collection point!
301,neutral,"thankyou,,,,but would you still take those days to deliver to Kitengela?"
532,neutral,When should i expect my refund today?
78,negative,and the CS guy i spoke to on 22/8 conveniently forgot to mention this right!!i've been following up on this order n no one bothered 2update
1555,neutral,"Okay, do Twitter and email suffice as means of notification?"
1435,neutral,"@JumiaKenya Team, kindly advice on the status of Order 306639986."
606,neutral,@JumiaKenya You are still charging the Sh200 delivery fee?
1096,negative,@JumiaKenya hey it's been more than two weeks since you said you will refund me. Kindly do so am loosing patience with your operations
149,neutral,Don't you have same updates on the Jumia app??I haven't seen any pamper offer for a while
506,neutral,ill tty en see
85,neutral,Hopefully by the beginning of September?
1027,negative,@JumiaKenya Order no ADA-308385586-G38 was supposed to be delivered today but wasn't .. what happened ?
1444,neutral,"@JumiaKenya when are u getting the stock for Nokia 3,5,6 ?"
1797,negative,"@JumiaKenya Hi, still waiting for feedback on returned order no: 303461486"
1034,negative,"Problem is I've received phone queries on my order since 2 Aug. Today, 1 out of 19 items was delivered. The remaining 18 are more important"
577,negative,@JumiaKenya the iPhone you guys sold me less than a month ago just decided to die. What next?
1407,positive,You are spoiling us...
1640,negative,So it seems jumia is waiting and Posta is also waiting even after the 7days... and am also waiting
1272,negative,"I still need a good explanation. Because the logical one is, someone pocketed the product. A call was made on Thursday to confirm pick-up"
1523,neutral,Here it is 301812196
454,positive,"Thanks ^GS. 1more thing. Of the 4 items, 3 have 3-6 days for delivery & 1 has 3-19 days. Means I'll get all'o them after 19 days? Same order"
1389,negative,@jumia how do you regret when you are not providing me with what I have paid for? My cash will be a curse to your business
1493,neutral,A 4G enabled phone
39,neutral,Yes..kindly proceed
307,neutral,"@JumiaKenya ,hello,at what price are 32 and 24-inch skyworth Tvs retailing."
152,neutral,The 50% off??
1072,negative,Hi it's now 6 business days since I ordered...still haven't received the package.
336,neutral,@JumiaKenya Afternoon Jumia.Kindly inform me of the availability of Yepo laptop 13.3inch worth 18000.Are they still available?
394,neutral,I dont have an Order Number.I wante to know the process plus the latest Nokia lumia phones available.Thank you
282,neutral,"Hi, did the manufacturer recall the product to have a firmware upgrade or what happened ?"
986,neutral,"Alright, no problem. I will be waiting."
1019,negative,@JumiaKenya good morning..order number..308426686 not recieved
275,neutral,So this means that if I buy product worth 1k which is global I'll pay plus 250 shipping fee?
308,negative,i prefer getting the full amount in cash back so that i can source for the product elsewhere right away
35,positive,Okay cheers. Thanks
1714,neutral,And u have checked that i already made an upfront payment.... All pending is delivery??
123,negative,@JumiaKenya How is one supposed to talk to your agents if your numbers do not have that option??been trying to get in touch with since Sat
5,negative,There is no use of it . Thanks alot for giving me a voucher with a limit becoz i cant use it
1499,neutral,@JumiaKenya : hey do you guys still have the Xtigi vision 6 phones? We can't spot them in your website
825,negative,"@JumiaKenya ,,TELL 0727099321 MR JACKSON MAKORI TO MAKE MY DELIVERY AS SCHEDULED!!!!!HES THE ONE I GOT AN SMS HE SHUD DELIVER"
1464,neutral,Order number 307872886. i received a notification on the app that the same could not be processed therefore making another order
1422,neutral,@JumiaKenya when shld we expect delivery? #309192486
562,negative,"@JumiaKenya Hello.., I've a problem with a Techno C9 Plus I purchased from you where the flash on the front camera has malfunctioned.."
395,negative,@JumiaKenya I'm I ever getting my money back?! How many days does it take to cancel a voucher? 24?
470,positive,Thank you!
306,negative,"2nd August, haven't tried again since."
1402,negative,@JumiaKenya my order number 307979286 is taking like forever. Can I cancel it and get my money back?
1102,neutral,@JumiaKenya can one pay using bonga points?
346,neutral,306981386
1440,negative,@JumiaKenya haloo why are you taking longer than usual to deliver order number 304684986 to athi river it seems stuck somewhere
670,neutral,Check DM
534,neutral,That's the first thing I did
528,neutral,"Kindly note that the package hasn't arrived yet, I checked today."
605,neutral,@JumiaKenya I thought global items take 7-14 days to get shipped order number is 302684786
1424,negative,@JumiaKenya pls tell me when my order will arrive. Order no 304949686
1746,negative,@JumiaKenya order #307865192 placed 2 wks ago not fully delievered to date. Any challenges?
911,neutral,"Hello, can you notify me when the item will be collected. I would prefer it to be collected soon."
7,negative,I have tried its doesn't proceed to check out
952,negative,"@JumiaKenya i ordered for something last week on monday yet it was supposed to arrive in 3 days. Your number is out of reach, whats up?"
1740,negative,@JumiaKenya still have a problem with accessing the voucher and placing the order. Kindly cancel order number 302656986
192,negative,"@JumiaKenya Are all purchases to be prepaid? I have attempted to buy 3 items,despite being local delivery Nairobi & cost 3K all are prepaid"
642,negative,@JumiaKenya how do I cancel an order
181,negative,Details.... Hadi mtu halali
1649,neutral,"@JumiaKenya hi I need infinix x601, am in keroka"
615,negative,@JumiaKenya My order no.301386186 and 301824386 were made on 5/08/017..shipping started on 10/08/017...zinakuja na meli ama?..11 days now
1515,negative,I've just opened it today even before using it and that's what I get. It was delivered like that.
362,negative,you people sold me a fake phone
1075,neutral,@JumiaKenya confirm for me order no 307596586.
519,neutral,@JumiaKenya kindly call to confirm this order#307298476
533,negative,The delivery period has already passed by with another 7 days.
1563,neutral,304369652
32,negative,@JumiaKenya I am still waiting to hear from you on the faulty Amazon Fire Tabs I purchased weeks ago. You are ignoring my emails!
294,neutral,305668896 it had been cancelled. I have already ordered another item. Paid it online and I need it on Friday at Nakuru.
1347,neutral,Electronics
1617,neutral,Sorry. 306822996 is the correct one.
597,neutral,Blender being gani
787,negative,I don't want a voucher! I had requested for a refund! They said they would Mpesa..still waiting
332,neutral,@JumiaKenya Hi. I'd like to return a defective product. What do i do? No return option on the website
245,neutral,306434676
1016,negative,Changed my mind on the purchase I made.
373,neutral,@JumiaKenya Hi People am following up on order #305176276 whats the status?
646,negative,"They have taken longer than expected this is now the second week, what's wrong?"
530,neutral,"Hi, kindly assist on how you categorize paintings, or rather the variation of sizes from small to large, e.g 50×50cms is small or medium"
669,neutral,"Hi BRYAN, your order 306721186"
1795,negative,And what was this text intended to mean... Was it it just PR stuff or what? pic.twitter.com/xp8hvV1j89
200,negative,@JumiaKenya I wantto confirm again myorder 302611986will be delivered in msa(addres burooj auto spares opposite royal court )not nrb.replyme
176,negative,Okay. Will look for a local source.
